filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
WIN_20240210_20_24_30_Pro.jpg,274844,"{}",1,0,"{""name"":""rect"",""x"":664,""y"":67,""width"":461,""height"":424}","{""Hand Gesture"":""2 Finger Pinch""}"
WIN_20240210_20_24_31_Pro (2).jpg,281621,"{}",1,0,"{""name"":""rect"",""x"":1010,""y"":731,""width"":391,""height"":342}","{""Hand Gesture"":""2 Finger Pinch""}"
WIN_20240210_20_24_31_Pro.jpg,281889,"{}",1,0,"{""name"":""rect"",""x"":1215,""y"":549,""width"":382,""height"":414}","{""Hand Gesture"":""2 Finger Pinch""}"
WIN_20240210_20_24_32_Pro.jpg,278123,"{}",1,0,"{""name"":""rect"",""x"":1395,""y"":690,""width"":289,""height"":384}","{""Hand Gesture"":""2 Finger Pinch""}"
WIN_20240210_20_24_33_Pro.jpg,277122,"{}",1,0,"{""name"":""rect"",""x"":1464,""y"":745,""width"":354,""height"":327}","{""Hand Gesture"":""2 Finger Pinch""}"
WIN_20240210_20_24_34_Pro (2).jpg,266088,"{}",1,0,"{""name"":""rect"",""x"":1372,""y"":581,""width"":271,""height"":413}","{""Hand Gesture"":""2 Finger Pinch""}"
WIN_20240210_20_24_34_Pro.jpg,277726,"{}",1,0,"{""name"":""rect"",""x"":1069,""y"":804,""width"":282,""height"":274}","{""Hand Gesture"":""2 Finger Pinch""}"
WIN_20240210_20_24_35_Pro.jpg,281415,"{}",1,0,"{""name"":""rect"",""x"":403,""y"":616,""width"":475,""height"":403}","{""Hand Gesture"":""2 Finger Pinch""}"
WIN_20240210_20_24_37_Pro (2).jpg,276996,"{}",1,0,"{""name"":""rect"",""x"":781,""y"":228,""width"":388,""height"":429}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_24_37_Pro.jpg,279115,"{}",1,0,"{""name"":""rect"",""x"":1216,""y"":444,""width"":246,""height"":386}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_24_38_Pro.jpg,277314,"{}",1,0,"{""name"":""rect"",""x"":1543,""y"":573,""width"":290,""height"":342}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_24_39_Pro.jpg,280757,"{}",1,0,"{""name"":""rect"",""x"":364,""y"":396,""width"":450,""height"":437}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_24_40_Pro.jpg,283153,"{}",1,0,"{""name"":""rect"",""x"":327,""y"":82,""width"":449,""height"":448}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_24_42_Pro.jpg,285953,"{}",1,0,"{""name"":""rect"",""x"":742,""y"":739,""width"":398,""height"":330}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_24_43_Pro.jpg,278537,"{}",1,0,"{""name"":""rect"",""x"":1213,""y"":689,""width"":331,""height"":366}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_24_44_Pro.jpg,285879,"{}",1,0,"{""name"":""rect"",""x"":282,""y"":737,""width"":492,""height"":333}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_24_45_Pro.jpg,283861,"{}",1,0,"{""name"":""rect"",""x"":1304,""y"":194,""width"":373,""height"":457}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_24_46_Pro (2).jpg,283357,"{}",1,0,"{""name"":""rect"",""x"":849,""y"":613,""width"":376,""height"":386}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_24_46_Pro.jpg,280245,"{}",1,0,"{""name"":""rect"",""x"":1372,""y"":488,""width"":272,""height"":342}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_24_47_Pro.jpg,276731,"{}",1,0,"{""name"":""rect"",""x"":1145,""y"":414,""width"":271,""height"":351}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_24_48_Pro.jpg,279199,"{}",1,0,"{""name"":""rect"",""x"":1377,""y"":461,""width"":244,""height"":370}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_24_49_Pro.jpg,279777,"{}",1,0,"{""name"":""rect"",""x"":241,""y"":366,""width"":433,""height"":408}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_24_50_Pro (2).jpg,273052,"{}",1,0,"{""name"":""rect"",""x"":798,""y"":154,""width"":469,""height"":389}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_24_50_Pro.jpg,279473,"{}",1,0,"{""name"":""rect"",""x"":807,""y"":336,""width"":394,""height"":435}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_24_51_Pro.jpg,278144,"{}",1,0,"{""name"":""rect"",""x"":967,""y"":538,""width"":329,""height"":338}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_24_52_Pro.jpg,277712,"{}",1,0,"{""name"":""rect"",""x"":1555,""y"":560,""width"":327,""height"":395}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_24_53_Pro.jpg,283475,"{}",1,0,"{""name"":""rect"",""x"":740,""y"":791,""width"":398,""height"":285}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_24_55_Pro.jpg,277676,"{}",1,0,"{""name"":""rect"",""x"":1579,""y"":705,""width"":284,""height"":366}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_24_56_Pro.jpg,283078,"{}",1,0,"{""name"":""rect"",""x"":277,""y"":592,""width"":403,""height"":380}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_24_57_Pro.jpg,282814,"{}",1,0,"{""name"":""rect"",""x"":1254,""y"":113,""width"":290,""height"":489}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_25_00_Pro.jpg,278641,"{}",1,0,"{""name"":""rect"",""x"":374,""y"":143,""width"":468,""height"":417}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_25_02_Pro.jpg,280815,"{}",1,0,"{""name"":""rect"",""x"":1204,""y"":423,""width"":409,""height"":587}","{""Hand Gesture"":""back of hand""}"
WIN_20240210_20_25_03_Pro.jpg,262137,"{}",1,0,"{""name"":""rect"",""x"":556,""y"":548,""width"":590,""height"":506}","{""Hand Gesture"":""back of hand""}"
WIN_20240210_20_25_04_Pro.jpg,287266,"{}",1,0,"{""name"":""rect"",""x"":1323,""y"":280,""width"":302,""height"":520}","{""Hand Gesture"":""back of hand""}"
WIN_20240210_20_25_05_Pro.jpg,281486,"{}",1,0,"{""name"":""rect"",""x"":179,""y"":206,""width"":463,""height"":502}","{""Hand Gesture"":""back of hand""}"
WIN_20240210_20_25_07_Pro.jpg,286271,"{}",1,0,"{""name"":""rect"",""x"":1160,""y"":335,""width"":449,""height"":516}","{""Hand Gesture"":""Palm of hand""}"
WIN_20240210_20_25_08_Pro.jpg,283713,"{}",1,0,"{""name"":""rect"",""x"":1145,""y"":431,""width"":507,""height"":560}","{""Hand Gesture"":""Palm of hand""}"
WIN_20240210_20_25_09_Pro.jpg,288538,"{}",1,0,"{""name"":""rect"",""x"":690,""y"":516,""width"":507,""height"":500}","{""Hand Gesture"":""Palm of hand""}"
WIN_20240210_20_25_11_Pro (2).jpg,278109,"{}",1,0,"{""name"":""rect"",""x"":786,""y"":172,""width"":423,""height"":587}","{""Hand Gesture"":""Palm of hand""}"
WIN_20240210_20_25_11_Pro.jpg,283468,"{}",1,0,"{""name"":""rect"",""x"":246,""y"":341,""width"":420,""height"":506}","{""Hand Gesture"":""Palm of hand""}"
WIN_20240210_20_25_12_Pro.jpg,282389,"{}",1,0,"{""name"":""rect"",""x"":1250,""y"":331,""width"":447,""height"":510}","{""Hand Gesture"":""Palm of hand""}"
WIN_20240210_20_25_13_Pro.jpg,283054,"{}",1,0,"{""name"":""rect"",""x"":1348,""y"":327,""width"":354,""height"":563}","{""Hand Gesture"":""back of hand""}"
WIN_20240210_20_25_14_Pro.jpg,286119,"{}",1,0,"{""name"":""rect"",""x"":1266,""y"":71,""width"":385,""height"":508}","{""Hand Gesture"":""back of hand""}"
WIN_20240210_20_25_15_Pro.jpg,281225,"{}",1,0,"{""name"":""rect"",""x"":299,""y"":410,""width"":543,""height"":461}","{""Hand Gesture"":""back of hand""}"
WIN_20240210_20_25_16_Pro.jpg,278531,"{}",1,0,"{""name"":""rect"",""x"":1193,""y"":494,""width"":276,""height"":390}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_25_18_Pro (2).jpg,276608,"{}",1,0,"{""name"":""rect"",""x"":1479,""y"":603,""width"":289,""height"":359}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_25_18_Pro.jpg,274935,"{}",1,0,"{""name"":""rect"",""x"":1205,""y"":527,""width"":289,""height"":418}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_25_19_Pro.jpg,280617,"{}",1,0,"{""name"":""rect"",""x"":132,""y"":349,""width"":514,""height"":453}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_25_21_Pro.jpg,279807,"{}",1,0,"{""name"":""rect"",""x"":947,""y"":660,""width"":388,""height"":374}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_25_22_Pro.jpg,272022,"{}",1,0,"{""name"":""rect"",""x"":721,""y"":81,""width"":429,""height"":442}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_25_23_Pro (2).jpg,281190,"{}",1,0,"{""name"":""rect"",""x"":1464,""y"":132,""width"":254,""height"":392}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_25_23_Pro.jpg,274308,"{}",1,0,"{""name"":""rect"",""x"":270,""y"":18,""width"":402,""height"":349}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_25_24_Pro (2).jpg,280572,"{}",1,0,"{""name"":""rect"",""x"":1322,""y"":91,""width"":284,""height"":420}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_25_24_Pro.jpg,277898,"{}",1,0,"{""name"":""rect"",""x"":1422,""y"":437,""width"":305,""height"":318}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_25_25_Pro.jpg,277439,"{}",1,0,"{""name"":""rect"",""x"":565,""y"":201,""width"":437,""height"":413}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_25_26_Pro.jpg,250013,"{}",1,0,"{""name"":""rect"",""x"":1512,""y"":507,""width"":276,""height"":409}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_25_27_Pro.jpg,251621,"{}",1,0,"{""name"":""rect"",""x"":1593,""y"":721,""width"":309,""height"":317}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_25_28_Pro (2).jpg,282314,"{}",1,0,"{""name"":""rect"",""x"":126,""y"":661,""width"":471,""height"":391}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_25_28_Pro.jpg,281919,"{}",1,0,"{""name"":""rect"",""x"":703,""y"":656,""width"":445,""height"":408}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_25_29_Pro.jpg,276360,"{}",1,0,"{""name"":""rect"",""x"":847,""y"":455,""width"":323,""height"":404}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_25_31_Pro.jpg,276889,"{}",1,0,"{""name"":""rect"",""x"":1380,""y"":107,""width"":217,""height"":325}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_25_32_Pro.jpg,276176,"{}",1,0,"{""name"":""rect"",""x"":725,""y"":2,""width"":444,""height"":313}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_25_33_Pro.jpg,266953,"{}",1,0,"{""name"":""rect"",""x"":4,""y"":43,""width"":388,""height"":300}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_25_35_Pro.jpg,276240,"{}",1,0,"{""name"":""rect"",""x"":1076,""y"":493,""width"":366,""height"":319}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_25_36_Pro.jpg,274968,"{}",1,0,"{""name"":""rect"",""x"":1493,""y"":602,""width"":246,""height"":341}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_25_37_Pro (2).jpg,282507,"{}",1,0,"{""name"":""rect"",""x"":329,""y"":676,""width"":442,""height"":355}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_25_37_Pro.jpg,282533,"{}",1,0,"{""name"":""rect"",""x"":784,""y"":754,""width"":412,""height"":320}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_25_38_Pro.jpg,255133,"{}",1,0,"{""name"":""rect"",""x"":1330,""y"":531,""width"":306,""height"":498}","{""Hand Gesture"":""2 Finger Pinch""}"
WIN_20240210_20_25_39_Pro.jpg,278829,"{}",1,0,"{""name"":""rect"",""x"":1315,""y"":283,""width"":271,""height"":482}","{""Hand Gesture"":""2 Finger Pinch""}"
WIN_20240210_20_25_40_Pro.jpg,274680,"{}",1,0,"{""name"":""rect"",""x"":916,""y"":283,""width"":389,""height"":512}","{""Hand Gesture"":""2 Finger Pinch""}"
WIN_20240210_20_25_41_Pro (2).jpg,281212,"{}",1,0,"{""name"":""rect"",""x"":293,""y"":114,""width"":427,""height"":467}","{""Hand Gesture"":""2 Finger Pinch""}"
WIN_20240210_20_25_41_Pro.jpg,277322,"{}",1,0,"{""name"":""rect"",""x"":944,""y"":111,""width"":337,""height"":474}","{""Hand Gesture"":""2 Finger Pinch""}"
WIN_20240210_20_25_42_Pro (2).jpg,279110,"{}",1,0,"{""name"":""rect"",""x"":530,""y"":12,""width"":376,""height"":418}","{""Hand Gesture"":""2 Finger Pinch""}"
WIN_20240210_20_25_42_Pro.jpg,280406,"{}",1,0,"{""name"":""rect"",""x"":350,""y"":314,""width"":424,""height"":436}","{""Hand Gesture"":""2 Finger Pinch""}"
WIN_20240210_20_25_43_Pro.jpg,275998,"{}",1,0,"{""name"":""rect"",""x"":1429,""y"":590,""width"":278,""height"":359}","{""Hand Gesture"":""2 Finger Pinch""}"
WIN_20240210_20_25_44_Pro.jpg,275766,"{}",1,0,"{""name"":""rect"",""x"":1146,""y"":320,""width"":307,""height"":501}","{""Hand Gesture"":""2 Finger Pinch""}"
WIN_20240210_20_25_45_Pro.jpg,278027,"{}",1,0,"{""name"":""rect"",""x"":318,""y"":297,""width"":417,""height"":460}","{""Hand Gesture"":""2 Finger Pinch""}"
WIN_20240210_20_25_46_Pro (2).jpg,277858,"{}",1,0,"{""name"":""rect"",""x"":1269,""y"":633,""width"":326,""height"":409}","{""Hand Gesture"":""2 Finger Pinch""}"
WIN_20240210_20_25_46_Pro.jpg,281208,"{}",1,0,"{""name"":""rect"",""x"":599,""y"":648,""width"":419,""height"":412}","{""Hand Gesture"":""2 Finger Pinch""}"
WIN_20240210_20_25_47_Pro.jpg,279312,"{}",1,0,"{""name"":""rect"",""x"":1046,""y"":142,""width"":360,""height"":506}","{""Hand Gesture"":""2 Finger Pinch""}"
WIN_20240210_20_25_48_Pro.jpg,279732,"{}",1,0,"{""name"":""rect"",""x"":523,""y"":6,""width"":410,""height"":447}","{""Hand Gesture"":""2 Finger Pinch""}"
WIN_20240210_20_25_49_Pro (2).jpg,277266,"{}",1,0,"{""name"":""rect"",""x"":1405,""y"":402,""width"":248,""height"":435}","{""Hand Gesture"":""2 Finger Pinch""}"
WIN_20240210_20_25_49_Pro.jpg,279111,"{}",1,0,"{""name"":""rect"",""x"":1481,""y"":123,""width"":283,""height"":507}","{""Hand Gesture"":""2 Finger Pinch""}"
WIN_20240210_20_25_50_Pro.jpg,265536,"{}",1,0,"{""name"":""rect"",""x"":1164,""y"":311,""width"":344,""height"":466}","{""Hand Gesture"":""2 Finger Pinch""}"
WIN_20240210_20_25_51_Pro.jpg,280192,"{}",1,0,"{""name"":""rect"",""x"":601,""y"":522,""width"":427,""height"":360}","{""Hand Gesture"":""2 Finger Pinch""}"
WIN_20240210_20_25_52_Pro (2).jpg,280848,"{}",1,0,"{""name"":""rect"",""x"":180,""y"":579,""width"":442,""height"":398}","{""Hand Gesture"":""2 Finger Pinch""}"
WIN_20240210_20_25_52_Pro.jpg,279764,"{}",1,0,"{""name"":""rect"",""x"":601,""y"":829,""width"":403,""height"":238}","{""Hand Gesture"":""2 Finger Pinch""}"
WIN_20240210_20_25_54_Pro (2).jpg,271927,"{}",1,0,"{""name"":""rect"",""x"":389,""y"":602,""width"":435,""height"":366}","{""Hand Gesture"":""2 Finger Pinch""}"
WIN_20240210_20_25_54_Pro.jpg,277831,"{}",1,0,"{""name"":""rect"",""x"":971,""y"":527,""width"":360,""height"":406}","{""Hand Gesture"":""2 Finger Pinch""}"
WIN_20240210_20_25_55_Pro.jpg,281354,"{}",1,0,"{""name"":""rect"",""x"":534,""y"":196,""width"":413,""height"":424}","{""Hand Gesture"":""2 Finger Pinch""}"
WIN_20240210_20_25_56_Pro.jpg,280502,"{}",1,0,"{""name"":""rect"",""x"":1353,""y"":230,""width"":252,""height"":402}","{""Hand Gesture"":""2 Finger Pinch""}"
WIN_20240210_20_25_57_Pro.jpg,279750,"{}",1,0,"{""name"":""rect"",""x"":1257,""y"":598,""width"":282,""height"":397}","{""Hand Gesture"":""2 Finger Pinch""}"
WIN_20240210_20_25_58_Pro (2).jpg,282367,"{}",1,0,"{""name"":""rect"",""x"":542,""y"":637,""width"":430,""height"":396}","{""Hand Gesture"":""2 Finger Pinch""}"
WIN_20240210_20_25_58_Pro.jpg,282472,"{}",1,0,"{""name"":""rect"",""x"":905,""y"":609,""width"":378,""height"":380}","{""Hand Gesture"":""2 Finger Pinch""}"
WIN_20240210_20_25_59_Pro.jpg,277507,"{}",1,0,"{""name"":""rect"",""x"":1147,""y"":516,""width"":303,""height"":444}","{""Hand Gesture"":""2 Finger Pinch""}"
WIN_20240210_20_26_00_Pro.jpg,277862,"{}",1,0,"{""name"":""rect"",""x"":1495,""y"":602,""width"":325,""height"":376}","{""Hand Gesture"":""2 Finger Pinch""}"
WIN_20240210_20_26_01_Pro (2).jpg,277557,"{}",1,0,"{""name"":""rect"",""x"":1575,""y"":138,""width"":223,""height"":450}","{""Hand Gesture"":""2 Finger Pinch""}"
WIN_20240210_20_26_01_Pro.jpg,254125,"{}",1,0,"{""name"":""rect"",""x"":1550,""y"":149,""width"":249,""height"":480}","{""Hand Gesture"":""2 Finger Pinch""}"
WIN_20240210_20_26_02_Pro.jpg,280372,"{}",1,0,"{""name"":""rect"",""x"":887,""y"":26,""width"":447,""height"":442}","{""Hand Gesture"":""2 Finger Pinch""}"
WIN_20240210_20_26_03_Pro.jpg,277846,"{}",1,0,"{""name"":""rect"",""x"":1632,""y"":218,""width"":262,""height"":408}","{""Hand Gesture"":""2 Finger Pinch""}"
WIN_20240210_20_26_04_Pro.jpg,279725,"{}",1,0,"{""name"":""rect"",""x"":1544,""y"":683,""width"":265,""height"":332}","{""Hand Gesture"":""2 Finger Pinch""}"
WIN_20240210_20_26_05_Pro.jpg,281069,"{}",1,0,"{""name"":""rect"",""x"":723,""y"":553,""width"":462,""height"":392}","{""Hand Gesture"":""2 Finger Pinch""}"
WIN_20240210_20_26_06_Pro (2).jpg,278356,"{}",1,0,"{""name"":""rect"",""x"":1016,""y"":632,""width"":323,""height"":343}","{""Hand Gesture"":""2 Finger Pinch""}"
WIN_20240210_20_26_06_Pro.jpg,276405,"{}",1,0,"{""name"":""rect"",""x"":1649,""y"":644,""width"":259,""height"":297}","{""Hand Gesture"":""2 Finger Pinch""}"
WIN_20240210_20_26_07_Pro.jpg,279321,"{}",1,0,"{""name"":""rect"",""x"":272,""y"":532,""width"":421,""height"":343}","{""Hand Gesture"":""2 Finger Pinch""}"
WIN_20240210_20_26_08_Pro.jpg,278609,"{}",1,0,"{""name"":""rect"",""x"":1224,""y"":504,""width"":278,""height"":331}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_26_09_Pro.jpg,277970,"{}",1,0,"{""name"":""rect"",""x"":1554,""y"":667,""width"":276,""height"":329}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_26_10_Pro (2).jpg,274704,"{}",1,0,"{""name"":""rect"",""x"":785,""y"":134,""width"":448,""height"":420}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_26_10_Pro.jpg,253569,"{}",1,0,"{""name"":""rect"",""x"":829,""y"":447,""width"":374,""height"":385}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_26_11_Pro.jpg,279063,"{}",1,0,"{""name"":""rect"",""x"":1359,""y"":163,""width"":283,""height"":358}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_26_13_Pro (2).jpg,274065,"{}",1,0,"{""name"":""rect"",""x"":885,""y"":460,""width"":390,""height"":420}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_26_13_Pro.jpg,275125,"{}",1,0,"{""name"":""rect"",""x"":508,""y"":67,""width"":500,""height"":370}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_26_14_Pro.jpg,276988,"{}",1,0,"{""name"":""rect"",""x"":1430,""y"":634,""width"":301,""height"":330}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_26_15_Pro.jpg,276671,"{}",1,0,"{""name"":""rect"",""x"":1367,""y"":740,""width"":280,""height"":300}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_26_16_Pro (2).jpg,279001,"{}",1,0,"{""name"":""rect"",""x"":1046,""y"":645,""width"":392,""height"":365}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_26_16_Pro.jpg,281271,"{}",1,0,"{""name"":""rect"",""x"":497,""y"":656,""width"":419,""height"":348}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_26_17_Pro.jpg,277759,"{}",1,0,"{""name"":""rect"",""x"":1124,""y"":300,""width"":348,""height"":401}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_26_18_Pro.jpg,268945,"{}",1,0,"{""name"":""rect"",""x"":337,""y"":162,""width"":506,""height"":410}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_26_19_Pro (2).jpg,275829,"{}",1,0,"{""name"":""rect"",""x"":1404,""y"":506,""width"":261,""height"":300}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_26_19_Pro.jpg,277597,"{}",1,0,"{""name"":""rect"",""x"":1422,""y"":176,""width"":336,""height"":495}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_26_20_Pro.jpg,278434,"{}",1,0,"{""name"":""rect"",""x"":667,""y"":250,""width"":433,""height"":392}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_26_21_Pro (2).jpg,282768,"{}",1,0,"{""name"":""rect"",""x"":1375,""y"":188,""width"":253,""height"":370}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_26_21_Pro.jpg,278269,"{}",1,0,"{""name"":""rect"",""x"":837,""y"":66,""width"":380,""height"":376}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_26_22_Pro.jpg,276905,"{}",1,0,"{""name"":""rect"",""x"":1126,""y"":691,""width"":329,""height"":362}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_26_24_Pro.jpg,280625,"{}",1,0,"{""name"":""rect"",""x"":483,""y"":732,""width"":404,""height"":324}","{""Hand Gesture"":""3 Finger Pinch""}"
WIN_20240210_20_26_25_Pro.jpg,279461,"{}",1,0,"{""name"":""rect"",""x"":1475,""y"":717,""width"":283,""height"":348}","{""Hand Gesture"":""3 Finger Pinch""}"
